cliente_id;nombre_cliente;segmento_cliente;ciudad;edad;ingreso_estimado;producto;saldo_producto;cupo_credito;fecha_vencimiento;fecha_movimiento;categoria_consumo;monto_consumo;canal;estado_producto
C000247;Cliente 0247;Premium;Ambato;18,0;3485,16;Cuenta Corriente;11530,63;0,0;;2025-05-10;No Aplica;0,0;Branch;Activo
C001295;Cliente 1295;Affluent;Desconocida;44,0;1086,43;Tarjeta De Crédito;906,34;1200,0;2027-06-17;2026-07-12;Food;181,58;Pos;Activo
C002113;Cliente 2113;Pyme;Guayaquil;42,0;2592,0;Tarjeta De Crédito;3201,67;7600,0;2027-03-21;2025-08-11;Supermarket;124,96;Pos;Activo
C001794;Cliente 1794;Mass;Cuenca;19,0;909,85;Tarjeta De Crédito;427,53;1600,0;2028-09-03;2025-04-08;Food;139,25;Pos;Activo
C002156;Cliente 2156;Mass;Desconocida;60,0;1156,19;Crédito Vehicular;24548,07;0,0;2028-03-01;2025-03-04;No Aplica;0,0;Web;Activo
C000671;Cliente 0671;Premium;Cuenca;22,0;3177,69;Cuenta Corriente;4766,01;0,0;;2026-06-23;No Aplica;0,0;Pos;Activo
C000780;Cliente 0780;Mass;Guayaquil;55,0;830,14;Tarjeta De Crédito;727,21;1900,0;2030-02-03;2025-01-16;Travel;38,63;Pos;Activo
C000634;Cliente 0634;Joven;Guayaquil;25,0;1043,27;Tarjeta De Crédito;1805,16;3000,0;2029-03-07;2026-05-06;Travel;23,72;Pos;Activo
C000567;Cliente 0567;Mass;Guayaquil;50,0;1103,12;Crédito Hipotecario;71270,49;0,0;2027-08-14;2026-04-24;No Aplica;0,0;Web;Activo
C000024;Cliente 0024;Premium;Guayaquil;53,0;599,45;Tarjeta De Crédito;868,21;1300,0;2030-01-21;2026-04-07;Fuel;82,27;Web;Activo
C001563;Cliente 1563;Mass;Quito;62,0;570,62;Cuenta Corriente;312,28;0,0;;2026-08-14;No Aplica;0,0;Web;Activo
C001632;Cliente 1632;Affluent;Guayaquil;33,0;2229,21;Crédito De Consumo;15353,72;0,0;2030-08-22;2025-09-16;No Aplica;0,0;Atm;Activo
C002006;Cliente 2006;Affluent;Loja;38,0;2317,6;Tarjeta De Crédito;1450,32;3700,0;2028-10-19;2026-03-20;Travel;359,19;Pos;Activo
C000064;Cliente 0064;Affluent;Quito;55,0;3066,82;Tarjeta De Crédito;5233,42;8100,0;2030-10-02;2025-04-20;Food;95,4;Pos;Activo
C001974;Cliente 1974;Mass;Cuenca;30,0;1232,16;Crédito Vehicular;10712,74;0,0;2028-10-30;2025-01-19;No Aplica;0,0;Branch;Activo
C000159;Cliente 0159;Joven;Guayaquil;50,0;675,06;Tarjeta De Crédito;369,69;1600,0;2029-02-27;2025-08-17;Technology;36,56;Pos;Activo
C000154;Cliente 0154;Premium;Quito;34,0;2386,12;Cuenta Corriente;6409,66;0,0;;2026-06-25;No Aplica;0,0;Branch;Activo
C000783;Cliente 0783;Pyme;Guayaquil;31,0;2301,42;Tarjeta De Crédito;2853,63;5700,0;2028-11-29;2025-01-11;Entertainment;205,69;App;Activo
C000940;Cliente 0940;Mass;Quito;40,0;959,22;Tarjeta De Crédito;372,62;1500,0;2026-11-25;2026-04-19;Supermarket;35,94;Pos;Activo
C001164;Cliente 1164;Mass;Loja;47,0;614,4;Cuenta De Ahorros;970,0;0,0;;2025-06-10;No Aplica;0,0;App;Activo
C001392;Cliente 1392;Mass;Ambato;45,0;1380,09;Tarjeta De Crédito;632,9;1400,0;2028-09-24;2025-10-10;Streaming;60,57;Pos;Activo
C000996;Cliente 0996;Affluent;Ambato;30,0;1504,74;Crédito De Consumo;10535,08;0,0;2031-04-20;2025-04-11;No Aplica;0,0;App;Activo
C000511;Cliente 0511;Mass;Guayaquil;42,0;859,97;Tarjeta De Crédito;799,21;2200,0;2028-09-04;2026-05-20;Health;22,75;Pos;Activo
C001147;Cliente 1147;Premium;Ambato;28,0;2769,68;Crédito Vehicular;12004,88;0,0;2030-11-04;2025-06-24;No Aplica;0,0;Atm;Activo
C000768;Cliente 0768;Affluent;Cuenca;28,0;1303,62;Tarjeta De Crédito;878,8;2200,0;2028-01-01;2025-11-21;Others;27,58;App;Activo
C001027;Cliente 1027;Pyme;Ambato;55,0;3014,99;Tarjeta De Crédito;1067,82;3900,0;2026-10-16;2025-07-14;Others;83,51;App;Activo
C000705;Cliente 0705;Mass;Guayaquil;60,0;1002,42;Tarjeta De Crédito;345,04;1300,0;2028-05-24;2025-01-14;Travel;26,55;App;Activo
C001411;Cliente 1411;Affluent;Cuenca;42,0;3441,93;Tarjeta De Crédito;4830,33;7200,0;2030-10-05;2025-06-02;Streaming;60,54;Pos;Activo
C000041;Cliente 0041;Joven;Quito;42,0;591,95;Crédito Hipotecario;63176,59;0,0;2029-06-21;2026-06-18;No Aplica;0,0;App;Activo
C000024;Cliente 0024;Mass;Guayaquil;53,0;599,45;Tarjeta De Crédito;868,21;1300,0;2030-01-21;2025-07-18;Supermarket;27,86;Web;Activo
C000054;Cliente 0054;Affluent;Quito;27,0;2185,19;Crédito Hipotecario;106481,42;0,0;2029-01-03;2025-12-15;No Aplica;0,0;Branch;Activo
C000640;Cliente 0640;Affluent;Guayaquil;29,0;1048,61;Tarjeta De Crédito;816,72;1600,0;2028-02-04;2025-04-20;Technology;111,62;Branch;Activo
C001871;Cliente 1871;Affluent;Cuenca;45,0;1392,55;Crédito Vehicular;16540,04;0,0;2032-07-29;2026-01-04;No Aplica;0,0;App;Activo
C001787;Cliente 1787;Pyme;Guayaquil;59,0;2503,38;Crédito Hipotecario;29662,6;0,0;2029-02-04;2026-01-29;No Aplica;0,0;Branch;Activo
C001211;Cliente 1211;Mass;Guayaquil;51,0;712,17;Tarjeta De Crédito;639,29;2100,0;2027-04-18;2025-01-16;Others;122,46;Pos;Activo
C000036;Cliente 0036;Mass;Cuenca;18,0;1709,76;Tarjeta De Crédito;1732,13;4800,0;2027-05-14;2026-08-22;Supermarket;74,81;Web;Activo
C000878;Cliente 0878;Pyme;Manta;43,0;2773,93;Tarjeta De Crédito;265,5;3200,0;2027-08-02;2025-04-10;Food;166,22;Pos;Activo
C001783;Cliente 1783;Mass;Guayaquil;41,0;1221,0;Tarjeta De Crédito;51,34;1700,0;2027-02-14;2025-09-16;Fuel;208,08;Pos;Activo
C001865;Cliente 1865;Affluent;Guayaquil;30,0;2813,92;Tarjeta De Crédito;2118,51;4400,0;2027-12-07;2026-07-07;Fuel;192,2;Pos;Activo
C001479;Cliente 1479;Mass;Quito;43,0;777,6;Tarjeta De Crédito;432,3;1400,0;2030-03-31;2025-01-01;Technology;12,33;Pos;Activo
C000217;Cliente 0217;Affluent;Cuenca;40,0;1401,83;Crédito De Consumo;15765,4;0,0;2028-02-12;2025-12-16;No Aplica;0,0;Branch;Activo
C000057;Cliente 0057;Mass;Quito;25,0;1511,91;Tarjeta De Crédito;607,65;2600,0;2029-03-16;2026-02-01;Technology;59,44;Pos;Activo
C000031;Cliente 0031;Joven;Quito;48,0;1683,31;Tarjeta De Crédito;2138,21;2300,0;2028-12-07;2026-05-05;Food;199,37;Pos;Activo
C001926;Cliente 1926;Joven;Cuenca;36,0;1028,86;Cuenta Corriente;2584,74;0,0;;2026-06-11;No Aplica;0,0;Atm;Activo
C000195;Cliente 0195;Mass;Cuenca;51,0;550,6;Crédito De Consumo;3442,73;0,0;2032-03-18;2026-08-06;No Aplica;0,0;App;Activo
C002101;Cliente 2101;Mass;Guayaquil;30,0;944,02;Tarjeta De Crédito;221,89;2000,0;2028-09-08;2026-07-23;Food;103,16;App;Activo
C000168;Cliente 0168;Premium;Cuenca;54,0;2986,96;Tarjeta De Crédito;2913,08;7100,0;2028-09-17;2026-08-03;Education;31,51;Pos;Activo
C000491;Cliente 0491;Mass;Quito;41,0;1105,28;Tarjeta De Crédito;1357,86;3300,0;2027-12-26;2026-01-12;Food;50,77;App;Activo
C002097;Cliente 2097;Mass;Guayaquil;52,0;1556,21;Tarjeta De Crédito;585,43;2200,0;2028-05-04;2025-09-13;Technology;114,85;Pos;Activo
C001157;Cliente 1157;Pyme;Quito;37,0;2185,15;Tarjeta De Crédito;192,54;5500,0;2029-05-07;2026-01-01;Streaming;185,3;Web;Activo
C000491;Cliente 0491;Mass;Quito;41,0;1105,28;Tarjeta De Crédito;1357,86;3300,0;2027-12-26;2025-03-08;Food;26,53;Pos;Activo
C001849;Cliente 1849;Mass;Loja;34,0;529,01;Tarjeta De Crédito;0,0;600,0;2028-12-29;2025-08-16;Supermarket;11,82;App;Activo
C000192;Cliente 0192;Pyme;Cuenca;42,0;3163,61;Tarjeta De Crédito;2781,98;7500,0;2030-01-29;2026-08-05;Supermarket;163,11;Atm;Activo
C000667;Cliente 0667;Mass;Ambato;61,0;912,99;Crédito De Consumo;3295,75;0,0;2031-12-10;2026-06-21;No Aplica;0,0;App;Activo
C000156;Cliente 0156;Joven;Quito;53,0;819,4;Tarjeta De Crédito;396,49;1400,0;2030-03-08;2026-02-13;Fuel;58,52;Pos;Activo
C000756;Cliente 0756;Joven;Manta;44,0;492,59;Tarjeta De Crédito;384,92;800,0;2027-04-05;2025-04-06;Streaming;8,83;Pos;Activo
C001388;Cliente 1388;Premium;Guayaquil;44,0;2991,7;Tarjeta De Crédito;1529,02;7900,0;2027-05-06;2025-04-19;Supermarket;139,37;Pos;Activo
C001258;Cliente 1258;Mass;Quito;47,0;942,97;Tarjeta De Crédito;1610,64;2500,0;2027-12-29;2026-01-26;Health;100,9;Branch;Activo
C001429;Cliente 1429;Affluent;Guayaquil;53,0;1521,0;Tarjeta De Crédito;707,76;3500,0;2029-11-02;2025-12-14;Technology;33,69;Web;Activo
C001794;Cliente 1794;Mass;Cuenca;19,0;909,85;Cuenta Corriente;1638,34;0,0;;2025-08-26;No Aplica;0,0;Web;Activo
C001837;Cliente 1837;Affluent;Guayaquil;32,0;3113,53;Cuenta Corriente;12813,15;0,0;;2026-03-07;No Aplica;0,0;Atm;Activo
C001110;Cliente 1110;Mass;Guayaquil;33,0;1013,03;Tarjeta De Crédito;712,82;1400,0;2030-05-24;2025-02-10;Education;83,37;Branch;Activo
C000385;Cliente 0385;Affluent;Guayaquil;42,0;3141,0;Tarjeta De Crédito;3524,34;4900,0;2028-08-20;2025-05-20;Entertainment;61,9;Pos;Activo
C001744;Cliente 1744;Joven;Cuenca;26,0;892,33;Tarjeta De Crédito;598,89;1300,0;2028-01-26;2026-06-09;Streaming;20,91;Pos;Activo
C002047;Cliente 2047;Premium;Guayaquil;40,0;4961,24;Cuenta Corriente;-100,0;0,0;;2026-02-19;No Aplica;0,0;Branch;Activo
C000510;Cliente 0510;Mass;Quito;29,0;880,46;Tarjeta De Crédito;1456,45;2600,0;2026-10-30;2026-01-16;Food;161,29;App;Activo
C000764;Cliente 0764;Mass;Ambato;53,0;651,5;Cuenta De Ahorros;2247,47;0,0;;2025-07-11;No Aplica;0,0;Pos;Activo
C001951;Cliente 1951;Mass;Guayaquil;35,0;1236,78;Crédito Vehicular;6805,94;0,0;2031-03-17;2025-10-05;No Aplica;0,0;App;Activo
C000776;Cliente 0776;Affluent;Guayaquil;32,0;2432,59;Cuenta De Ahorros;12020,29;0,0;;2025-10-03;No Aplica;0,0;Branch;Activo
C000722;Cliente 0722;Affluent;Guayaquil;47,0;2116,37;Tarjeta De Crédito;1879,85;5100,0;2027-12-19;2026-06-20;Others;92,25;Web;Activo
C000463;Cliente 0463;Mass;Quito;35,0;1258,62;Tarjeta De Crédito;769,66;1900,0;2027-08-24;2026-06-12;Streaming;63,28;Pos;Activo
C001858;Cliente 1858;Mass;Quito;24,0;2390,24;Tarjeta De Crédito;1217,12;3200,0;2027-12-14;2025-04-29;Technology;98,69;Pos;Activo
C000921;Cliente 0921;Pyme;Guayaquil;43,0;3369,31;Tarjeta De Crédito;2042,92;4800,0;2028-06-22;2025-12-02;Technology;206,55;Pos;Activo
C001499;Cliente 1499;Premium;Loja;33,0;3151,49;Crédito Hipotecario;59559,84;0,0;2027-04-03;2025-12-06;No Aplica;0,0;Web;Activo
C001719;Cliente 1719;Joven;Quito;50,0;766,95;Tarjeta De Crédito;290,64;2000,0;2028-01-26;2025-10-18;Streaming;53,74;Pos;Activo
C000019;Cliente 0019;Mass;Guayaquil;41,0;1682,29;Tarjeta De Crédito;559,2;2200,0;2029-05-30;2025-05-27;Food;71,77;Pos;Activo
C000898;Cliente 0898;Mass;Guayaquil;28,0;1010,08;Tarjeta De Crédito;1137,21;2800,0;2029-07-13;2026-03-20;Streaming;70,04;Branch;Activo
C001797;Cliente 1797;Mass;Ambato;34,0;773,18;Crédito De Consumo;2439,33;0,0;2027-10-29;2026-07-30;No Aplica;0,0;App;Activo
C002032;Cliente 2032;Pyme;Cuenca;33,0;5783,32;Tarjeta De Crédito;2180,36;7700,0;2029-08-02;2026-03-08;Supermarket;199,39;Pos;Activo
C001926;Cliente 1926;Joven;Cuenca;36,0;1028,86;Tarjeta De Crédito;1176,98;2300,0;2028-11-19;2026-03-01;Food;30,92;Pos;Activo
C000190;Cliente 0190;Joven;Guayaquil;68,0;481,66;Crédito Hipotecario;66847,07;0,0;2030-11-21;2025-10-31;No Aplica;0,0;Branch;Activo
C000768;Cliente 0768;Affluent;Cuenca;28,0;1303,62;Tarjeta De Crédito;878,8;2200,0;2028-01-01;2025-04-11;Food;62,49;Branch;Activo
C000720;Cliente 0720;Mass;Guayaquil;26,0;1146,08;Cuenta Corriente;712,7;0,0;;2025-12-29;No Aplica;0,0;App;Activo
C001259;Cliente 1259;Mass;Quito;45,0;670,3;Tarjeta De Crédito;0,0;1900,0;2028-09-30;2026-04-12;Supermarket;66,77;Pos;Activo
C002053;Cliente 2053;Affluent;Quito;46,0;1759,7;Crédito Vehicular;17142,59;0,0;2028-12-12;2026-08-20;No Aplica;0,0;Atm;Activo
C001804;Cliente 1804;Affluent;Guayaquil;18,0;2547,55;Tarjeta De Crédito;2422,53;6300,0;2028-11-29;2025-06-13;Travel;109,51;App;Activo
C000521;Cliente 0521;Premium;Guayaquil;55,0;4631,87;Cuenta De Ahorros;-100,0;0,0;;2025-02-24;No Aplica;0,0;App;Activo
C002021;Cliente 2021;Pyme;Quito;44,0;1653,92;Cuenta De Ahorros;3510,09;0,0;;2026-05-16;No Aplica;0,0;Atm;Activo
C001834;Cliente 1834;Pyme;Quito;40,0;2512,63;Tarjeta De Crédito;3894,65;7500,0;2030-01-27;2025-01-10;Technology;45,82;Web;Activo
C001119;Cliente 1119;Mass;Quito;40,0;481,02;Tarjeta De Crédito;380,01;800,0;2029-08-30;2025-03-02;Others;20,13;Pos;Activo
C001455;Cliente 1455;Mass;Ambato;22,0;587,5;Tarjeta De Crédito;209,88;1700,0;2028-11-04;2025-08-23;Supermarket;17,85;Branch;Activo
C002128;Cliente 2128;Affluent;Guayaquil;39,0;2603,11;Cuenta De Ahorros;12134,01;0,0;;2025-05-06;No Aplica;0,0;App;Activo
C000719;Cliente 0719;Pyme;Quito;40,0;2582,43;Tarjeta De Crédito;1606,53;6100,0;2029-01-20;2026-08-21;Technology;100,45;Branch;Activo
C000395;Cliente 0395;Joven;Cuenca;47,0;594,63;Tarjeta De Crédito;1166,16;1500,0;2027-08-12;2026-07-17;Health;72,9;Pos;Activo
C000811;Cliente 0811;Affluent;Guayaquil;27,0;1784,27;Tarjeta De Crédito;1315,97;2100,0;2027-03-22;2026-02-01;Travel;214,4;App;Activo
C001080;Cliente 1080;Mass;Guayaquil;52,0;697,65;Tarjeta De Crédito;592,58;1100,0;2027-01-17;2025-10-31;Food;15,79;Web;Activo
C001181;Cliente 1181;Mass;Quito;34,0;589,76;Crédito De Consumo;3685,74;0,0;2026-11-10;2025-10-08;No Aplica;0,0;Web;Activo
C001887;Cliente 1887;Mass;Quito;45,0;1419,54;Cuenta Corriente;6817,2;0,0;;2025-12-13;No Aplica;0,0;App;Activo
C001278;Cliente 1278;Affluent;Loja;56,0;1989,56;Tarjeta De Crédito;401,53;3100,0;2030-07-27;2025-10-26;Food;61,22;Pos;Activo
C000813;Cliente 0813;Joven;Ambato;52,0;935,02;Tarjeta De Crédito;1319,24;1800,0;2029-07-25;2026-08-21;Others;15,38;Atm;Activo
C001802;Cliente 1802;Joven;Quito;42,0;1094,32;Crédito Vehicular;22933,78;0,0;2030-10-15;2026-07-02;No Aplica;0,0;App;Activo
C000494;Cliente 0494;Affluent;Manta;51,0;2246,88;Tarjeta De Crédito;1416,88;5400,0;2030-01-08;2025-03-25;Fuel;146,33;Pos;Activo
C000975;Cliente 0975;Mass;Guayaquil;18,0;1512,5;Tarjeta De Crédito;0,0;2400,0;2029-01-12;2025-09-22;Travel;251,06;Pos;Activo
C001433;Cliente 1433;Mass;Guayaquil;18,0;812,81;Tarjeta De Crédito;490,18;1800,0;2029-11-05;2026-04-24;Health;25,1;Branch;Activo
C000318;Cliente 0318;Mass;Ambato;42,0;1264,31;Tarjeta De Crédito;958,63;2400,0;2028-06-03;2026-05-06;Streaming;51,84;Pos;Activo
C000266;Cliente 0266;Mass;Quito;37,0;570,01;Crédito Hipotecario;60676,41;0,0;2028-06-05;2025-06-21;No Aplica;0,0;Branch;Activo
C001124;Cliente 1124;Affluent;Quito;52,0;3971,07;Tarjeta De Crédito;1847,45;4800,0;2028-11-02;2025-12-09;Food;269,0;Pos;Activo
C001734;Cliente 1734;Pyme;Quito;43,0;1477,21;Tarjeta De Crédito;2076,08;3500,0;2029-05-14;2025-02-11;Fuel;124,88;Pos;Activo
C001176;Cliente 1176;Mass;Guayaquil;38,0;655,73;Tarjeta De Crédito;464,22;1800,0;2026-10-03;2025-06-06;Food;13,72;Pos;Activo
C000571;Cliente 0571;Premium;Guayaquil;52,0;9931,98;Cuenta De Ahorros;15307,12;0,0;;2026-03-15;No Aplica;0,0;Web;Activo
C001467;Cliente 1467;Affluent;Cuenca;21,0;2071,99;Tarjeta De Crédito;754,56;3400,0;2030-06-22;2026-03-24;Streaming;130,84;Pos;Activo
C000654;Cliente 0654;Mass;Manta;26,0;1505,26;Tarjeta De Crédito;151,07;1900,0;2029-07-28;2025-03-30;Travel;55,45;Web;Activo
C001393;Cliente 1393;Mass;Cuenca;37,0;981,0;Cuenta De Ahorros;3129,91;0,0;;2025-02-10;No Aplica;0,0;Branch;Activo
C000146;Cliente 0146;Mass;Guayaquil;56,0;1151,49;Tarjeta De Crédito;562,43;2800,0;2029-06-14;2026-06-29;Supermarket;138,49;Pos;Activo
C001197;Cliente 1197;Mass;Guayaquil;32,0;1067,47;Tarjeta De Crédito;0,0;1300,0;2030-02-16;2026-01-05;Health;212,35;Branch;Activo
C002133;Cliente 2133;Affluent;Guayaquil;37,0;1578,64;Tarjeta De Crédito;1340,1;2700,0;2026-12-24;2025-01-11;Supermarket;385,05;Pos;Activo
C000206;Cliente 0206;Mass;Quito;34,0;1131,13;Cuenta De Ahorros;1060,0;0,0;;2025-03-07;No Aplica;0,0;Web;Activo
C001169;Cliente 1169;Premium;Guayaquil;31,0;3846,12;Tarjeta De Crédito;4523,88;11500,0;2030-01-15;2025-10-19;Travel;674,5;Pos;Activo
C001267;Cliente 1267;Premium;Quito;41,0;4644,62;Tarjeta De Crédito;3212,04;7400,0;2027-02-28;2025-06-19;Fuel;374,14;Web;Activo
C001359;Cliente 1359;Premium;Cuenca;38,0;1982,17;Tarjeta De Crédito;1865,23;3000,0;2027-11-21;2025-06-09;Entertainment;155,5;Web;Activo
C001114;Cliente 1114;Mass;Ambato;53,0;905,95;Tarjeta De Crédito;1141,52;1600,0;2030-08-19;2026-07-18;Supermarket;10,74;Pos;Activo
C001213;Cliente 1213;Joven;Cuenca;20,0;798,21;Tarjeta De Crédito;1426,16;2300,0;2030-01-30;2026-07-20;Travel;109,19;Branch;Activo
C000244;Cliente 0244;Mass;Guayaquil;39,0;1317,44;Tarjeta De Crédito;688,16;2700,0;2027-01-22;2026-03-12;Streaming;180,9;Pos;Activo
C000395;Cliente 0395;Joven;Cuenca;47,0;594,63;Crédito Hipotecario;87452,9;0,0;2031-08-07;2026-06-23;No Aplica;0,0;Branch;Activo
C000282;Cliente 0282;Mass;Manta;37,0;1211,62;Tarjeta De Crédito;705,81;2500,0;2030-02-01;2026-07-08;Education;48,72;Web;Activo
C000950;Cliente 0950;Pyme;Guayaquil;33,0;2530,41;Tarjeta De Crédito;3695,55;5100,0;2030-04-27;2025-03-03;Travel;796,05;Branch;Activo
C000089;Cliente 0089;Premium;Quito;39,0;9401,64;Tarjeta De Crédito;7768,53;18400,0;2028-08-29;2025-11-08;Others;629,64;Pos;Activo
C000610;Cliente 0610;Mass;Quito;25,0;810,71;Tarjeta De Crédito;567,04;1400,0;2027-10-21;2025-09-10;Supermarket;32,51;Branch;Activo
C001219;Cliente 1219;Premium;Cuenca;18,0;6232,12;Tarjeta De Crédito;0,0;7400,0;2027-06-23;2025-08-12;Supermarket;322,83;Pos;Activo
C000749;Cliente 0749;Pyme;Quito;46,0;3548,66;Crédito De Consumo;9355,45;0,0;2029-01-04;2025-01-06;No Aplica;0,0;Atm;Activo
C001086;Cliente 1086;Mass;Loja;28,0;884,87;Crédito Hipotecario;32393,66;0,0;2027-02-02;2025-06-20;No Aplica;0,0;Web;Activo
C000489;Cliente 0489;Mass;Loja;43,0;1056,6;Crédito Vehicular;22306,01;0,0;2030-12-11;2025-01-31;No Aplica;0,0;App;Activo
C001282;Cliente 1282;Joven;Cuenca;29,0;1111,41;Crédito Vehicular;27513,06;0,0;2032-05-17;2026-05-25;No Aplica;0,0;Atm;Activo
C000554;Cliente 0554;Affluent;Manta;23,0;2445,71;Tarjeta De Crédito;91,24;3900,0;2027-08-26;2025-08-30;Technology;342,31;Pos;Activo
C000813;Cliente 0813;Joven;Ambato;52,0;935,02;Tarjeta De Crédito;1319,24;1800,0;2029-07-25;2025-04-02;Health;29,37;Pos;Activo
C000836;Cliente 0836;Mass;Guayaquil;38,0;754,1;Tarjeta De Crédito;186,06;2200,0;2030-07-02;2025-03-26;Streaming;42,33;App;Activo
C001587;Cliente 1587;Pyme;Quito;36,0;4721,9;Tarjeta De Crédito;5928,48;12900,0;2029-05-17;2026-07-07;Technology;95,87;Pos;Activo
C001060;Cliente 1060;Affluent;Quito;45,0;1601,47;Tarjeta De Crédito;0,0;2900,0;2028-07-24;2026-05-04;Food;100,67;App;Activo
C000942;Cliente 0942;Mass;Cuenca;41,0;695,58;Tarjeta De Crédito;228,79;800,0;2030-01-21;2025-11-03;Education;22,03;Pos;Activo
C000200;Cliente 0200;Mass;Manta;36,0;1255,17;Crédito De Consumo;2322,9;0,0;2026-11-07;2026-06-16;No Aplica;0,0;App;Activo
C000619;Cliente 0619;Premium;Guayaquil;38,0;6522,81;Crédito De Consumo;10302,32;0,0;2032-05-23;2026-06-23;No Aplica;0,0;Branch;Activo
C001637;Cliente 1637;Joven;Quito;53,0;615,76;Tarjeta De Crédito;156,61;1400,0;2027-02-16;2026-06-20;Travel;137,28;Pos;Activo
C000326;Cliente 0326;Affluent;Quito;39,0;2323,5;Tarjeta De Crédito;0,0;3300,0;2030-06-25;2026-07-23;Supermarket;172,94;App;Activo
C001122;Cliente 1122;Affluent;Quito;21,0;2472,84;Tarjeta De Crédito;2321,09;6500,0;2027-04-01;2026-05-22;Food;262,09;Pos;Activo
C000820;Cliente 0820;Mass;Loja;32,0;597,97;Tarjeta De Crédito;522,93;1000,0;2026-12-05;2026-02-02;Others;5,42;Web;Activo
C000527;Cliente 0527;Mass;Quito;18,0;568,56;Tarjeta De Crédito;216,45;700,0;2027-03-09;2025-07-21;Entertainment;10,66;App;Activo
C001399;Cliente 1399;Mass;Manta;49,0;962,64;Tarjeta De Crédito;659,2;2600,0;2027-02-01;2026-04-25;Streaming;40,73;Web;Activo
C002016;Cliente 2016;Mass;Manta;18,0;1704,99;Cuenta Corriente;2482,65;0,0;;2026-01-08;No Aplica;0,0;Branch;Activo
C000447;Cliente 0447;Mass;Quito;44,0;770,13;Cuenta Corriente;247,2;0,0;;2025-04-14;No Aplica;0,0;Web;Activo
C000164;Cliente 0164;Mass;Cuenca;47,0;767,23;Tarjeta De Crédito;316,54;2200,0;2027-05-24;2026-04-10;Technology;65,42;App;Activo
C001302;Cliente 1302;Mass;Guayaquil;33,0;1864,58;Tarjeta De Crédito;1070,73;5200,0;2029-02-02;2025-12-24;Fuel;74,91;App;Activo
C000498;Cliente 0498;Pyme;Guayaquil;57,0;2783,68;Cuenta De Ahorros;4097,46;0,0;;2026-08-20;No Aplica;0,0;Branch;Activo
C000548;Cliente 0548;Premium;Guayaquil;33,0;2792,79;Tarjeta De Crédito;1593,14;7200,0;2030-09-19;2025-03-30;Travel;130,41;Pos;Activo
C000994;Cliente 0994;Mass;Quito;40,0;612,13;Tarjeta De Crédito;599,66;1800,0;2029-04-14;2026-08-20;Entertainment;58,82;Pos;Activo
C002160;Cliente 2160;Affluent;Guayaquil;18,0;3836,13;Tarjeta De Crédito;0,0;11100,0;2027-02-10;2025-08-22;Streaming;146,0;Branch;Activo
C001251;Cliente 1251;Mass;Desconocida;29,0;1349,65;Tarjeta De Crédito;1143,61;2300,0;2029-10-15;2025-07-06;Streaming;61,1;App;Activo
C000006;Cliente 0006;Affluent;Manta;38,0;898,59;Crédito Vehicular;10541,94;0,0;2030-02-10;2025-11-20;No Aplica;0,0;Branch;Activo
C001505;Cliente 1505;Pyme;Guayaquil;24,0;2623,76;Tarjeta De Crédito;293,32;3500,0;2027-03-02;2025-01-31;Streaming;437,67;Pos;Activo
C001087;Cliente 1087;Joven;Quito;67,0;415,51;Tarjeta De Crédito;251,69;1200,0;2027-10-16;2025-07-17;Streaming;19,24;Pos;Activo
C000083;Cliente 0083;Mass;Cuenca;36,0;555,3;Tarjeta De Crédito;459,05;1300,0;2030-09-08;2025-11-20;Supermarket;32,13;App;Activo
C000359;Cliente 0359;Mass;Quito;43,0;851,19;Tarjeta De Crédito;774,0;1500,0;2029-02-25;2026-01-01;Health;24,8;Web;Activo
C000899;Cliente 0899;Mass;Guayaquil;45,0;973,05;Tarjeta De Crédito;767,1;2000,0;2027-02-27;2025-04-28;Technology;145,95;Pos;Activo
C001143;Cliente 1143;Premium;Guayaquil;20,0;7075,0;Tarjeta De Crédito;10886,1;20300,0;2030-03-08;2025-07-12;Fuel;339,4;Atm;Activo
C002013;Cliente 2013;Affluent;Quito;18,0;1416,0;Tarjeta De Crédito;1708,67;4100,0;2029-08-14;2025-05-31;Streaming;82,97;Pos;Activo
C000171;Cliente 0171;Mass;Ambato;28,0;854,99;Cuenta De Ahorros;3964,19;0,0;;2025-06-28;No Aplica;0,0;Web;Activo
C001941;Cliente 1941;Joven;Guayaquil;42,0;984,08;Crédito Vehicular;7687,37;0,0;2027-12-15;2026-03-20;No Aplica;0,0;Web;Activo
C000784;Cliente 0784;Mass;Quito;43,0;1591,28;Tarjeta De Crédito;748,2;3000,0;2028-06-28;2026-02-02;Travel;103,2;Branch;Activo
C000439;Cliente 0439;Mass;Guayaquil;41,0;828,51;Tarjeta De Crédito;304,12;1500,0;2028-09-04;2026-08-18;Travel;26,4;Web;Activo
C001117;Cliente 1117;Premium;Cuenca;29,0;4267,35;Tarjeta De Crédito;7208,93;8200,0;2027-07-24;2025-04-18;Food;108,76;App;Activo
C001115;Cliente 1115;Joven;Guayaquil;28,0;763,56;Crédito Hipotecario;53557,64;0,0;2029-11-13;2025-11-19;No Aplica;0,0;App;Activo
C002148;Cliente 2148;Mass;Cuenca;35,0;1708,97;Tarjeta De Crédito;1174,46;2500,0;2028-12-24;2025-01-29;Others;42,72;App;Activo
C002120;Cliente 2120;Mass;Manta;66,0;1093,13;Tarjeta De Crédito;0,0;2100,0;2030-02-28;2026-06-03;Streaming;62,52;Pos;Activo
