cliente_id;nombre_cliente;edad;ingreso_estimado;ciudad;segmento_cliente;total_saldo;total_cupo;cantidad_productos;Education;Entertainment;Food;Fuel;Health;No Aplica;Others;Streaming;Supermarket;Technology;Travel;consumo_total;segmento_conductual
C001203;Cliente 1203;43,0;514,92;Quito;Joven;19983,04;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001204;Cliente 1204;24,0;1669,62;Guayaquil;Affluent;52431,270000000004;2200,0;4;0,0;50,72;0,0;48,76;177,63;0,0;94,96;114,64;0,0;12,32;257,6;756,6299999999999;General Shopper
C001205;Cliente 1205;25,0;3172,19;Manta;Pyme;122093,64;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001206;Cliente 1206;47,0;1387,68;Guayaquil;Mass;10949,79;1800,0;3;0,0;0,0;0,0;0,0;0,0;0,0;82,37;52,03;0,0;0,0;0,0;134,4;General Shopper
C001207;Cliente 1207;56,0;5089,73;Quito;Affluent;105199,15;11500,0;3;0,0;563,4300000000001;467,38;91,44;0,0;0,0;0,0;2285,92;0,0;116,02;300,22;3824,41;Streaming Lover
C001208;Cliente 1208;55,0;3339,94;Quito;Premium;2774,49;8200,0;1;753,47;0,0;0,0;42,01;749,12;0,0;0,0;0,0;751,24;269,72;0,0;2565,5600000000004;General Shopper
C001209;Cliente 1209;22,0;2089,7;Guayaquil;Affluent;6312,12;4900,0;2;0,0;30,78;0,0;149,92;0,0;0,0;55,61;127,47;68,78;71,35;0,0;503,90999999999997;General Shopper
C001210;Cliente 1210;40,0;964,7;Quito;Mass;78493,79;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001211;Cliente 1211;51,0;712,17;Guayaquil;Mass;5627,21;2100,0;3;249,37;126,19;0,0;0,0;128,76;0,0;174,23;0,0;75,55;46,85;35,55;836,5;General Shopper
C001212;Cliente 1212;51,0;2277,81;Guayaquil;Affluent;103519,62;0,0;4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001213;Cliente 1213;20,0;798,21;Cuenca;Mass;85895,76;2300,0;3;65,24;0,0;23,4;0,0;0,0;0,0;231,04000000000002;0,0;49,1;16,92;379,21000000000004;764,9100000000001;General Shopper
C001214;Cliente 1214;25,0;920,9;Cuenca;Mass;866,3800000000001;1900,0;2;126,25999999999999;142,71;0,0;0,0;162,43;0,0;0,0;311,95;0,0;120,93;0,0;864,28;General Shopper
C001215;Cliente 1215;52,0;753,39;Guayaquil;Mass;22225,2;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001216;Cliente 1216;50,0;470,81;Quito;Joven;4284,97;1200,0;3;66,37;0,0;50,05;0,0;6,94;0,0;39,07;72,31;0,0;13,58;142,36;390,68000000000006;General Shopper
C001217;Cliente 1217;42,0;4394,84;Quito;Premium;30916,32;9600,0;3;81,49;0,0;233,61;228,24;259,21999999999997;0,0;0,0;219,56;143,02;0,0;0,0;1165,1399999999999;General Shopper
C001218;Cliente 1218;53,0;423,55;Loja;Mass;96145,03;1200,0;2;17,97;0,0;21,76;52,02;70,45;0,0;0,0;0,0;10,7;8,8;0,0;181,70000000000002;General Shopper
C001219;Cliente 1219;18,0;6232,12;Cuenca;Premium;30862,24;7400,0;3;515,92;1635,49;0,0;185,18;597,31;0,0;197,68;353,36;322,83;209,49;0,0;4017,2599999999993;General Shopper
C001220;Cliente 1220;38,0;404,05;Manta;Joven;94362,04;900,0;2;27,15;19,73;20,39;235,36;0,0;0,0;0,0;11,37;0,0;12,99;31,54;358,53000000000003;General Shopper
C001221;Cliente 1221;39,0;508,66;Guayaquil;Mass;25197,129999999997;800,0;2;121,78;12,44;0,0;134,33;57,41;0,0;16,83;0,0;104,58;0,0;21,17;468,54;General Shopper
C001222;Cliente 1222;24,0;851,6;Quito;Mass;1151,72;1900,0;1;0,0;162,21;259,40999999999997;28,68;0,0;0,0;0,0;0,0;99,19;50,68;43,06;643,23;General Shopper
C001223;Cliente 1223;25,0;660,73;Cuenca;Joven;2675,05;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001224;Cliente 1224;62,0;452,45;Quito;Joven;50481,45;800,0;2;0,0;0,0;4,05;0,0;77,96000000000001;0,0;0,0;0,0;22,28;0,0;7,04;111,33000000000001;General Shopper
C001225;Cliente 1225;47,0;4269,08;Quito;Affluent;130610,98;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001226;Cliente 1226;32,0;4224,23;Cuenca;Premium;54310,75;8700,0;4;0,0;0,0;140,67;0,0;717,1;0,0;0,0;0,0;0,0;254,16;457,07;1569,0;General Shopper
C001227;Cliente 1227;32,0;350,0;Guayaquil;Joven;1000,44;900,0;2;17,89;25,04;0,0;96,92;136,83;0,0;3,52;4,68;0,0;48,089999999999996;54,86;387,83;General Shopper
C001228;Cliente 1228;44,0;3041,17;Cuenca;Pyme;1590,61;3500,0;1;0,0;0,0;523,0600000000001;0,0;392,13;0,0;474,19;186,5;0,0;0,0;0,0;1575,88;General Shopper
C001229;Cliente 1229;36,0;3733,66;Quito;Pyme;-100,0;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001230;Cliente 1230;31,0;3533,86;Cuenca;Affluent;7843,08;4700,0;2;82,81;0,0;193,19;0,0;0,0;0,0;347,84000000000003;0,0;230,18;0,0;159,77;1013,79;General Shopper
C001231;Cliente 1231;62,0;810,8;Ambato;Mass;16232,550000000001;800,0;2;34,72;0,0;77,46;0,0;0,0;0,0;0,0;38,39;18,92;0,0;0,0;169,49;General Shopper
C001232;Cliente 1232;18,0;2181,03;Cuenca;Affluent;17658,49;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001233;Cliente 1233;49,0;5660,37;Guayaquil;Premium;96451,86;16100,0;3;521,91;0,0;0,0;0,0;964,54;0,0;0,0;1045,99;382,26;0,0;1223,25;4137,95;General Shopper
C001234;Cliente 1234;31,0;613,32;Quito;Mass;102135,42;1600,0;4;0,0;18,5;285,8;0,0;0,0;0,0;0,0;0,0;34,53;0,0;50,92;389,75000000000006;Food Lover
C001235;Cliente 1235;42,0;635,65;Quito;Joven;78987,09;1400,0;2;23,18;0,0;28,45;0,0;19,18;0,0;0,0;0,0;27,65;0,0;24,61;123,07;General Shopper
C001236;Cliente 1236;52,0;2875,66;Manta;Premium;21136,59;8100,0;3;0,0;0,0;44,4;0,0;0,0;0,0;0,0;159,69;192,95;226,95;0,0;623,99;General Shopper
C001237;Cliente 1237;39,0;574,32;Quito;Mass;9940,01;1600,0;2;0,0;44,42;0,0;16,6;37,44;0,0;17,88;0,0;0,0;0,0;0,0;116,34;General Shopper
C001238;Cliente 1238;23,0;2625,14;Cuenca;Affluent;2618,17;5700,0;2;0,0;114,53;205,78;0,0;223,68;0,0;0,0;0,0;242,47;442,79999999999995;0,0;1229,26;General Shopper
C001239;Cliente 1239;55,0;814,94;Guayaquil;Mass;4662,34;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001240;Cliente 1240;39,0;1315,56;Guayaquil;Affluent;921,66;2900,0;1;0,0;0,0;87,04;0,0;0,0;0,0;68,54;62,48;0,0;0,0;68,13;286,19;General Shopper
C001241;Cliente 1241;36,0;1764,35;Ambato;Affluent;8663,72;3300,0;3;0,0;352,82000000000005;1061,22;0,0;434,56;0,0;0,0;339,31;79,23;0,0;0,0;2267,14;General Shopper
C001242;Cliente 1242;36,0;2129,56;Ambato;Affluent;23716,82;5900,0;3;0,0;0,0;265,25;0,0;0,0;0,0;0,0;0,0;261,03;0,0;0,0;526,28;Food Lover
C001243;Cliente 1243;50,0;1954,89;Guayaquil;Mass;354,89;2000,0;2;111,8;173,82;174,76999999999998;116,51;0,0;0,0;0,0;52,38;202,21;0,0;431,79999999999995;1263,29;General Shopper
C001244;Cliente 1244;45,0;883,21;Cuenca;Mass;2228,27;1200,0;2;0,0;0,0;15,29;48,68;0,0;0,0;23,99;0,0;200,46;0,0;109,26;397,68;General Shopper
C001245;Cliente 1245;52,0;2084,4;Guayaquil;Affluent;24683,34;5600,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;522,22;56,29;0,0;0,0;578,51;Streaming Lover
C001246;Cliente 1246;27,0;2955,96;Guayaquil;Premium;26770,97;7100,0;3;2989,34;76,73;0,0;0,0;0,0;0,0;0,0;334,64;1565,8300000000002;128,93;0,0;5095,470000000001;General Shopper
C001247;Cliente 1247;52,0;1477,61;Quito;Mass;11325,64;2500,0;3;34,11;478,45;92,34;0,0;0,0;0,0;64,38;0,0;940,99;134,87;0,0;1745,1399999999999;General Shopper
C001248;Cliente 1248;47,0;2442,61;Quito;Affluent;10676,89;6500,0;2;0,0;0,0;715,1;0,0;0,0;0,0;0,0;698,67;0,0;0,0;0,0;1413,77;Food Lover
C001249;Cliente 1249;43,0;1156,61;Guayaquil;Mass;10941,22;2000,0;3;33,07;219,08999999999997;0,0;0,0;193,45;0,0;0,0;63,33;0,0;25,02;0,0;533,9599999999999;General Shopper
C001250;Cliente 1250;35,0;2916,91;Guayaquil;Pyme;19763,68;7500,0;2;0,0;0,0;1191,99;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1191,99;Food Lover
C001251;Cliente 1251;29,0;1349,65;Guayaquil;Mass;1143,61;2300,0;1;42,08;200,8;0,0;21,53;92,7;0,0;25,88;75,76;127,4;57,04;0,0;643,1899999999999;General Shopper
C001252;Cliente 1252;22,0;1102,59;Ambato;Mass;5486,52;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001253;Cliente 1253;31,0;2630,16;Guayaquil;Pyme;79179,03;3400,0;2;65,6;0,0;0,0;0,0;0,0;0,0;0,0;347,67999999999995;0,0;426,25;74,18;913,71;General Shopper
C001254;Cliente 1254;46,0;827,24;Guayaquil;Mass;83112,64;2000,0;3;84,53;14,08;0,0;0,0;0,0;0,0;19,26;114,33;0,0;533,36;0,0;765,56;Tech Lover
C001255;Cliente 1255;28,0;1422,95;Quito;Mass;6773,540000000001;3200,0;2;0,0;0,0;35,88;125,21;64,2;0,0;0,0;0,0;354,85;0,0;0,0;580,14;General Shopper
C001256;Cliente 1256;24,0;1115,06;Guayaquil;Mass;1446,24;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001257;Cliente 1257;40,0;1648,1;Guayaquil;Mass;4764,48;2200,0;2;0,0;85,01;137,81;8,92;0,0;0,0;23,38;0,0;34,19;52,03;0,0;341,34000000000003;General Shopper
C001258;Cliente 1258;47,0;942,97;Quito;Mass;3336,8900000000003;2500,0;2;251,87;95,26;0,0;0,0;118,10000000000001;0,0;244,16;54,4;0,0;73,42;32,64;869,8499999999999;General Shopper
C001259;Cliente 1259;45,0;670,3;Quito;Mass;15493,18;1900,0;3;0,0;22,93;186,84;21,27;0,0;0,0;0,0;64,64;118,52;0,0;0,0;414,20000000000005;General Shopper
C001260;Cliente 1260;18,0;3567,11;Loja;Affluent;84852,64;7900,0;2;0,0;176,94;518,92;0,0;0,0;0,0;0,0;286,38;795,08;100,49;97,5;1975,31;General Shopper
C001261;Cliente 1261;23,0;350,0;Guayaquil;Joven;156,32;600,0;1;82,62;14,13;79,23;0,0;9,1;0,0;0,0;0,0;26,84;16,81;0,0;228,73000000000002;General Shopper
C001262;Cliente 1262;42,0;1949,59;Guayaquil;Affluent;14699,42;2300,0;4;0,0;240,3;66,41;0,0;0,0;0,0;0,0;872,27;213,32;160,15;0,0;1552,45;Streaming Lover
C001263;Cliente 1263;51,0;859,19;Quito;Mass;479,94;2000,0;1;0,0;108,94;14,03;94,27;0,0;0,0;368,47;0,0;0,0;94,73;88,24;768,6800000000001;General Shopper
C001264;Cliente 1264;57,0;471,1;Guayaquil;Mass;23472,69;800,0;4;89,95;27,72;11,25;0,0;0,0;0,0;0,0;80,56;130,7;31,86;20,9;392,94;General Shopper
C001265;Cliente 1265;50,0;1785,13;Guayaquil;Affluent;1011,69;3100,0;1;0,0;418,0;126,42;0,0;175,44;0,0;0,0;169,38;0,0;1229,22;0,0;2118,46;Tech Lover
C001266;Cliente 1266;34,0;1466,84;Quito;Mass;29892,420000000002;0,0;4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001267;Cliente 1267;41,0;4644,62;Quito;Premium;109384,06999999999;7400,0;3;721,11;0,0;862,68;374,14;0,0;0,0;0,0;0,0;494,08;0,0;252,81;2704,8199999999997;General Shopper
C001268;Cliente 1268;36,0;428,24;Guayaquil;Joven;15871,25;0,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001269;Cliente 1269;34,0;1159,74;Quito;Mass;121344,77;2600,0;2;67,18;0,0;0,0;0,0;0,0;0,0;0,0;84,02;193,55;71,02;267,28;683,05;General Shopper
C001270;Cliente 1270;32,0;535,31;Ambato;Mass;15084,300000000001;0,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001271;Cliente 1271;42,0;861,47;Guayaquil;Mass;4499,99;2200,0;2;0,0;16,09;97,82;162,33;0,0;0,0;11,99;87,22999999999999;84,68;334,71000000000004;0,0;794,85;General Shopper
C001272;Cliente 1272;45,0;2012,91;Ambato;Mass;42023,95;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001273;Cliente 1273;47,0;691,28;Quito;Mass;1675,13;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001274;Cliente 1274;27,0;481,35;Quito;Joven;2358,79;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001275;Cliente 1275;18,0;588,47;Quito;Mass;126,59;1000,0;1;32,51;89,02;0,0;0,0;0,0;0,0;0,0;69,66;174,14;17,64;33,75;416,71999999999997;General Shopper
C001276;Cliente 1276;23,0;1053,99;Quito;Mass;1978,95;1100,0;2;0,0;204,61;460,84000000000003;0,0;0,0;0,0;86,08;134,92000000000002;151,70999999999998;239,15;103,23;1380,5400000000002;General Shopper
C001277;Cliente 1277;72,0;1463,95;Loja;Mass;8170,92;3900,0;2;0,0;135,12;982,3600000000001;123,66;0,0;0,0;55,16;0,0;119,30000000000001;153,17;144,08;1712,8500000000004;Food Lover
C001278;Cliente 1278;56,0;1989,56;Loja;Affluent;3716,79;3100,0;2;0,0;0,0;437,31;410,11;0,0;0,0;116,32000000000001;61,51;0,0;405,62;125,27;1556,1399999999999;General Shopper
C001279;Cliente 1279;50,0;3855,23;Quito;Premium;11825,64;8700,0;3;0,0;0,0;2189,68;0,0;0,0;0,0;491,63;0,0;186,81;0,0;108,86;2976,98;Food Lover
C001280;Cliente 1280;38,0;601,7;Quito;Mass;7379,17;700,0;3;0,0;0,0;66,62;0,0;0,0;0,0;0,0;0,0;24,46;0,0;65,39;156,47000000000003;General Shopper
C001281;Cliente 1281;50,0;5937,85;Guayaquil;Premium;24610,82;11300,0;2;621,47;0,0;0,0;0,0;983,96;0,0;0,0;397,28;2461,31;0,0;0,0;4464,02;General Shopper
C001282;Cliente 1282;29,0;1111,41;Cuenca;Joven;28959,460000000003;3000,0;2;0,0;69,21;88,58;0,0;77,6;0,0;141,64000000000001;114,2;60,35;90,79;0,0;642,37;General Shopper
C001283;Cliente 1283;47,0;2805,12;Ambato;Affluent;15622,439999999999;3500,0;2;0,0;77,61;257,91;312,88;283,36;0,0;292,83;337,61;64,88;0,0;398,12;2025,1999999999998;General Shopper
C001284;Cliente 1284;27,0;3073,48;Guayaquil;Affluent;69016,5;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001285;Cliente 1285;36,0;681,98;Quito;Mass;66170,15000000001;900,0;3;0,0;122,41;379,32000000000005;0,0;0,0;0,0;85,13;0,0;48,239999999999995;0,0;30,86;665,96;Food Lover
C001286;Cliente 1286;42,0;7075,74;Guayaquil;Premium;8537,41;16400,0;2;152,47;460,87;0,0;103,41;0,0;0,0;715,28;1118,48;83,44;1316,53;462,92;4413,4;General Shopper
C001287;Cliente 1287;26,0;6595,43;Guayaquil;Premium;13661,48;17600,0;2;0,0;0,0;855,57;0,0;1293,12;0,0;871,53;0,0;1183,42;366,01;0,0;4569,65;General Shopper
C001288;Cliente 1288;31,0;988,87;Guayaquil;Mass;4315,49;2300,0;2;0,0;0,0;117,93;0,0;65,32;0,0;15,71;87,38;0,0;0,0;0,0;286,34000000000003;General Shopper
C001289;Cliente 1289;51,0;4273,72;Quito;Premium;5352,38;6200,0;2;275,15;839,1500000000001;242,85000000000002;0,0;488,49;0,0;0,0;720,74;265,11;0,0;0,0;2831,4900000000002;General Shopper
C001290;Cliente 1290;25,0;840,91;Quito;Mass;2046,79;2400,0;2;0,0;55,86;149,48;0,0;0,0;0,0;0,0;0,0;0,0;89,56;0,0;294,9;Food Lover
C001291;Cliente 1291;36,0;2992,57;Guayaquil;Affluent;32192,440000000002;3500,0;3;139,81;0,0;304,56;0,0;979,62;0,0;0,0;0,0;952,0699999999999;71,14;0,0;2447,2;General Shopper
C001292;Cliente 1292;36,0;1812,92;Quito;Affluent;6731,31;3200,0;2;0,0;0,0;374,21999999999997;36,68;0,0;0,0;0,0;0,0;0,0;0,0;0,0;410,9;Food Lover
C001293;Cliente 1293;38,0;562,73;Ambato;Mass;10004,25;1000,0;2;0,0;13,38;142,89;0,0;0,0;0,0;0,0;0,0;14,93;8,16;94,98;274,34;Food Lover
C001294;Cliente 1294;60,0;2017,29;Guayaquil;Affluent;61561,880000000005;0,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001295;Cliente 1295;44,0;1086,43;Quito;Affluent;92530,25000000001;1200,0;4;0,0;0,0;255,12;0,0;0,0;0,0;210,4;23,12;0,0;328,63;44,32;861,59;General Shopper
C001296;Cliente 1296;48,0;2443,47;Quito;Premium;19625,82;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001297;Cliente 1297;18,0;923,61;Quito;Joven;18973,02;1200,0;2;0,0;32,69;19,18;0,0;0,0;0,0;36,15;145,07999999999998;0,0;0,0;0,0;233,1;Streaming Lover
C001298;Cliente 1298;64,0;1030,53;Guayaquil;Mass;17773,59;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001299;Cliente 1299;48,0;469,83;Quito;Mass;0,0;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001300;Cliente 1300;59,0;3921,28;Guayaquil;Pyme;47375,06;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001301;Cliente 1301;56,0;2829,63;Loja;Affluent;59767,26;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001302;Cliente 1302;33,0;1864,58;Guayaquil;Mass;53549,55;5200,0;2;164,41;312,11;213,29;496,78;0,0;0,0;246,65;45,79;78,06;249,64;119,94;1926,67;General Shopper
C001303;Cliente 1303;28,0;501,77;Guayaquil;Mass;70636,47;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001304;Cliente 1304;29,0;899,68;Guayaquil;Mass;4003,3599999999997;1800,0;2;31,32;206,05;364,53;0,0;0,0;0,0;0,0;0,0;86,49;0,0;0,0;688,39;Food Lover
C001305;Cliente 1305;34,0;934,35;Quito;Mass;1032,09;1900,0;1;0,0;16,29;0,0;30,98;0,0;0,0;0,0;0,0;0,0;0,0;214,92999999999998;262,2;Travel Lover
C001306;Cliente 1306;38,0;1255,87;Guayaquil;Mass;6684,75;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001307;Cliente 1307;61,0;628,73;Guayaquil;Mass;92447,40999999999;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001308;Cliente 1308;37,0;738,81;Cuenca;Mass;6997,879999999999;1100,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,22;54,49;49,309999999999995;135,02;General Shopper
C001309;Cliente 1309;37,0;1483,0;Guayaquil;Mass;52309,240000000005;3000,0;3;0,0;119,29;377,19;0,0;48,68;0,0;0,0;138,11;0,0;0,0;488,18;1171,45;General Shopper
C001310;Cliente 1310;48,0;485,56;Guayaquil;Joven;19212,07;600,0;2;0,0;0,0;86,03999999999999;0,0;135,42000000000002;0,0;0,0;0,0;0,0;0,0;0,0;221,46;General Shopper
C001311;Cliente 1311;27,0;459,76;Ambato;Joven;2995,13;1400,0;2;0,0;31,13;0,0;73,69999999999999;0,0;0,0;0,0;118,25;21,08;46,68;0,0;290,84;General Shopper
C001312;Cliente 1312;36,0;848,55;Quito;Mass;8455,45;2400,0;2;0,0;56,57;252,83;0,0;103,8;0,0;34,22;46,22;30,83;0,0;79,68;604,1500000000001;General Shopper
C001313;Cliente 1313;36,0;2777,2;Cuenca;Pyme;1197,86;4200,0;1;31,57;0,0;1209,8200000000002;0,0;205,51999999999998;0,0;0,0;126,58000000000001;361,5;0,0;370,8;2305,7900000000004;Food Lover
C001314;Cliente 1314;36,0;5231,98;Guayaquil;Premium;44688,74;8800,0;4;0,0;380,58;333,5;0,0;0,0;0,0;678,88;0,0;0,0;0,0;1733,85;3126,81;Travel Lover
C001315;Cliente 1315;27,0;868,69;Cuenca;Mass;67355,95;0,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001316;Cliente 1316;49,0;3639,22;Quito;Premium;32683,199999999997;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001317;Cliente 1317;46,0;2954,68;Guayaquil;Pyme;105035,51000000001;6000,0;3;0,0;100,54;894,99;44,96;0,0;0,0;28,7;0,0;0,0;0,0;0,0;1069,19;Food Lover
C001318;Cliente 1318;45,0;689,42;Loja;Mass;25728,629999999997;2000,0;3;0,0;124,19;28,95;0,0;0,0;0,0;0,0;140,05;51,93;233,98000000000002;0,0;579,1;General Shopper
C001319;Cliente 1319;28,0;2178,04;Manta;Affluent;72159,14;2400,0;3;182,1;0,0;0,0;0,0;34,78;0,0;58,56;0,0;0,0;0,0;0,0;275,44;General Shopper
C001320;Cliente 1320;38,0;7250,0;Cuenca;Pyme;90874,13;14300,0;4;0,0;2534,37;449,30000000000007;0,0;452,71999999999997;0,0;0,0;659,74;0,0;172,65;624,43;4893,21;General Shopper
C001321;Cliente 1321;24,0;1610,55;Quito;Mass;32826,41;4100,0;3;0,0;0,0;0,0;0,0;0,0;0,0;549,51;140,49;0,0;0,0;139,8;829,8;General Shopper
C001322;Cliente 1322;29,0;752,04;Loja;Mass;1350,96;0,0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001323;Cliente 1323;46,0;586,4;Ambato;Joven;7196,74;800,0;3;143,52;0,0;29,25;25,85;0,0;0,0;0,0;18,24;80,85;69,02;3,8;370,53;General Shopper
C001324;Cliente 1324;38,0;1236,83;Cuenca;Joven;4618,85;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001325;Cliente 1325;47,0;2637,52;Quito;Pyme;11232,92;3700,0;2;113,88;532,12;83,11;67,74;0,0;0,0;273,46;0,0;0,0;441,28999999999996;117,29;1628,8899999999999;General Shopper
C001326;Cliente 1326;25,0;974,49;Guayaquil;Mass;57000,82;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001327;Cliente 1327;18,0;569,36;Loja;Mass;24134,05;1100,0;2;0,0;0,0;42,64;0,0;0,0;0,0;57,73;0,0;39,21;156,91;0,0;296,49;Tech Lover
C001328;Cliente 1328;35,0;3967,62;Quito;Affluent;84859,66;7900,0;3;0,0;217,82;2105,36;0,0;502,99;0,0;0,0;157,61;0,0;183,59;326,03;3493,4000000000005;Food Lover
C001329;Cliente 1329;50,0;617,24;Guayaquil;Mass;268,56;1100,0;3;0,0;0,0;0,0;34,71;0,0;0,0;0,0;75,85;77,25;22,04;0,0;209,85;General Shopper
C001330;Cliente 1330;18,0;907,1;Ambato;Mass;17413,48;2200,0;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;82,67;391,01;165,96;639,64;Tech Lover
C001331;Cliente 1331;55,0;3976,15;Quito;Premium;47670,28;7900,0;3;0,0;0,0;979,14;1001,98;191,33;0,0;185,16;625,42;302,34000000000003;596,99;0,0;3882,3599999999997;General Shopper
C001332;Cliente 1332;38,0;579,31;Loja;Mass;1377,3000000000002;1000,0;2;0,0;0,0;61,85;0,0;0,0;0,0;13,05;0,0;31,26;0,0;68,78;174,94;General Shopper
C001333;Cliente 1333;35,0;2156,49;Quito;Affluent;134004,65;3600,0;4;63,55;0,0;177,22;0,0;389,27;0,0;93,48;0,0;478,91;141,92;0,0;1344,3500000000001;General Shopper
C001334;Cliente 1334;42,0;950,87;Cuenca;Mass;36215,22;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001335;Cliente 1335;51,0;3925,14;Cuenca;Premium;26540,6;9200,0;3;0,0;143,86;283,09;0,0;0,0;0,0;0,0;1293,4299999999998;177,67;0,0;0,0;1898,05;Streaming Lover
C001336;Cliente 1336;50,0;1189,12;Cuenca;Joven;654,78;2000,0;1;48,12;28,24;257,33000000000004;0,0;0,0;0,0;0,0;0,0;792,4;74,02;169,2;1369,3100000000002;General Shopper
C001337;Cliente 1337;37,0;3724,17;Cuenca;Premium;22506,71;4800,0;3;123,76;272,5;915,13;117,79;0,0;0,0;739,56;282,41;280,76;434,7;0,0;3166,6099999999997;General Shopper
C001338;Cliente 1338;52,0;515,06;Cuenca;Joven;936,02;1000,0;2;0,0;28,33;0,0;0,0;0,0;0,0;0,0;0,0;116,23;0,0;0,0;144,56;General Shopper
C001339;Cliente 1339;43,0;2379,39;Guayaquil;Affluent;143171,41;0,0;2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Sin Consumo
C001340;Cliente 1340;37,0;2629,0;Quito;Pyme;36117,05;4700,0;3;0,0;63,22;500,98;0,0;127,53999999999999;0,0;64,17;559,9200000000001;38,58;325,37;0,0;1679,7800000000002;General Shopper
